example_id,conversation_id,customer_message,historical_reply,proposed_intent,proposed_decision,final_intent,final_decision,human_verified,reviewer_notes
gold_011,61ff64ab0317be067c5ac89040968461,Hey @AppleSupport - think you could push an update to make my iPad Pro work w/ my Smart Keyboard? Tired of it telling me it's not supported.,Let's get that keyboard working smoothly for you. Try out these steps to 'Get Help': https://t.co/TIIQJm5HKP Reply by DM for more. https://t.co/GDrqU22YpT,Software_Bug_OS_Update,AUTO_HANDLE,General_Product_Inquiry,AUTO_HANDLE,True,
gold_012,07d022553d1cb1d1f310790ddfa4dc6a,"come on, your iOS 11 SUCKS! Look at my frozen screen. It happens 1-2 times per day! Look at this @116333 https://t.co/pXHiKZHaaj",We'd love to help. Send us a DM with your iPhone model and we'll go from there. https://t.co/GDrqU22YpT,Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_013,7efb97fbc3dafc4cd87cf1fe75366500,iOS 11 is so glitchy. What the heck man?,"We'd like to assist with your device where possible. Please meet us in DM, so we can gather information and help you out. https://t.co/GDrqU22YpT",Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_014,c1c5f80af3d1a1501f28f98ca3f6bfdd,"hi since I updated my phone it freezes a lot. I would tap an app it does not open properly, it freezes and then it crashes",We're happy to look into this with you. Please join us in DM and let us know which iOS version is currently installed. https://t.co/GDrqU22YpT,Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_015,2d1a53ad9c9773ea160581187b9b9a06,"My @115858 6s is kaput. Can't switch it off, can't access Apps like Twitter etc. I've heard there's a bug related to find my iPhone? #iPhone","Hey Andrew, we've got your DM. Look for our reply there.",Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_016,8fb384d7bcf980d97d62e37d6e4fed47,whys my phone being all buggy af since the update,"We'd be happy to look into this with you. What's going on, exactly?",Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_017,2b3bcd741fd2c98ddfd3df64840d91ea,"Very disappointed that I just dropped month of rent on #Iphone8 #badphone crackle noise when on calls, freezes &amp; dies quick @AppleSupport","We'd love to help. At Settings &gt; General &gt; Software Update, do you have an update to iOS 11.0.2 waiting to be installed?",Software_Bug_OS_Update,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_018,bf68406508c639cde016e8106ab09b85,"Hi, After I updated my iPhone 6 Plus and Apple Watch Series 1 to the latest OS I am not able to use Siri to do any calls.","Thanks for reaching out to us. We are always happy to help. To clarify, you're able to use Siri for other tasks?",Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_019,0c9803db25a58f9d5ea129c2857beb3e,I'm literally having so much trouble with iOS 11. @AppleSupport wish I never installed it 🤦🏻‍♀️,We'd be happy to look into the issues you're having with iOS 11. Can you please message us in DM with more details? https://t.co/GDrqU22YpT,Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_020,fc76eec355ad1aa08e55dd3dcf71c64a,Ughhhh STILL mad about how this iOS update has ruined the podcast app @AppleSupport,We'd love to help. What device are you using with Podcasts? Tell us more about your concerns in DM and we'll take it from there. https://t.co/GDrqU22YpT,Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_021,347c1b1d5543ebda74d583806d6b9b89,your IOS 11 update stinks! It has caused hours of ongoing issues for me since Tuesday night. I am so disgusted!,We'd like to look into your issues with you. Send us a DM and tell us what's going on. https://t.co/GDrqU22YpT,Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_022,4523bc863d033f2ffc71892fe67fda5c,"I'm frustrated, after recent updates to my IPhone 7 airdrop don't wrk, search br for txt freezes, SMH","If you're having issues with the performance of your iPhone 7, we can help with that. Which exact iOS version is installed?",Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_023,a41efa08cf1a084a75a672e75a9d1a1c,I have had nothing but issues with my iPhone since doing the most recent update!,thanks for reaching out. Can you please clarify what issues we are having? That way we can better assist you.,Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_024,13858818f444850c7a916c7d2e406438,iOS 11.0.2 update is making my iPhone 7 constantly lose service.,We'd be happy to assist with your iPhone today. Send us a DM to get started. https://t.co/GDrqU22YpT,Software_Bug_OS_Update,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_025,5be258481ac7c9114de666a90aa383a9,@AppleSupport my 7P was great before iOS 11.I've tried reset but so many bugs. my $900 phone has become a frustration.Unprepared iOS!,We're here to help! What exact issues have you been running into? Let us know in a DM. We'll go from there: https://t.co/GDrqU22YpT,Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_026,2432755db0f8ba63c9145621f2dbb78f,Havnt used twitter in years-came just to tweet @115858 #iOS11 =worst software ever! Cant even use my phone-shorting AAPL stock! @AppleSupport,We're here for you. Please DM us what's going on and we'll do everything we can to help. https://t.co/GDrqU22YpT,Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_027,42e8e6328f785e09f170d756509ba533,"iPhone 7 Plus slows down, hangs &amp; heats upon installing iOS11. 😔😔 Please don't make me regret being an apple user from 7 years 😔😔",We'd be happy to help you out with the issues on your iPhone. Send us a DM to get started. https://t.co/GDrqU22YpT,Software_Bug_OS_Update,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_028,208ddb126d7d79375b5499ea93d55747,how do you turn off auto brightness in iOS 11.0.2,Check out the iPhone iOS 11 User Manual for display options here: https://t.co/it24SqZD78 Questions? Feel free to DM us here: https://t.co/GDrqU22YpT,Software_Bug_OS_Update,AUTO_HANDLE,General_Product_Inquiry,AUTO_HANDLE,True,
gold_029,3fc5a917f976e08226647172321b0a98,"Hey @AppleSupport, the new update caused me to not be able to begin a text from someone's contact profile. Please help.",We'd like to learn more about this so we can help. What happens when you try to send a text via a contact's profile?,Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_030,b80ad439c7c39a8c02027533386ed23d,"Guna lob iphone out of window, keeps freezing and crashing all time! Your new update is wank @115858",We're glad you reached out. What types of issues are you having with your device? What steps have you already tried?,Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_031,8046fae68dd1f771d8986eb894a8752b,Wenn auf dem #iphone dieser rote Punkt über dem Einstellungen-Icon leuchtet..... @115858 liefert für #iOS11 schon wieder einen #Bugfix https://t.co/xIuvIGdq1t,We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_032,cd2098c11cdaa5e30ce1af05edbfea36,.@AppleSupport My iPhone 6 plus automatically updated last night and now several apps don't work. What gives???,"When you say that the apps do not work, do you mean they won't open or something else? Which apps are not working?",Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_033,8364d6409d0a35e7e0ff709ec400e3ab,get yall shit together. That update fucked up my iohone 7 and its dying faster than it was when I bought it.,"We want to work with you on this. If you go to Settings &gt; General &gt; About and go to Version, which iOS 11 version are you using?",Software_Bug_OS_Update,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_034,c5532dc2b466c0a2ae907f76d24f4b4e,"after the latest update, I can't adjust the ""ringer"" volume from side keys. Only allowing ""volume"" adjustment. 🤔🤔😳😳?!?! HELP",Thanks for reaching out. Let us know what device you're using. We want to be sure you can hear incoming calls!,Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_035,4f235b4977048157cb690eea547121a0,"A parte de todos esos emojis tan lindos, espero que en iOS 11.1 deis una solución al problema de la batería, gracias 😁 @115858",We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs https://t.co/GDrqU22YpT,Software_Bug_OS_Update,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_036,24874018dc6f7ff1ee1c204f3bd4ea3e,"Where did all the dings go, @AppleSupport? #iPhone is right here and it hasn't dung once. (&lt;25% of the time, anyway) #iOS 11 #Mobile","Thanks for letting us know. To clarify, are you referring to your notification sounds? Let us know more details via a DM. https://t.co/GDrqU2kzhr",Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_037,028363a4c4bc62c5b4dd84a0eb65ab47,@116333 what the hell apple ?what kind of update you released?ios 11.0.2 always keep restarting on my iphone 6 so many time😑,We'll be happy to look into what's causing the restart. Does the restart happen when using a specific app or feature?,Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_038,ae752b8cbf2d883782c57a88da67e1ca,Hey @AppleSupport way to turn off my cellular data on the new iOS... how many times am I going to have to update for you to get this right...,We'd like to look into this with you. Are you looking to turn off all cellular data? Or having trouble enabling it?,Software_Bug_OS_Update,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_039,742fe5a8afba048bb2c91d127ceaba03,"@AppleSupport Updated my phone last night (bought it 3 weeks ago), my signal strength has dropped dramatically, infuriating #why?",We want to partner with you and look into this. Which iPhone are you using?,Software_Bug_OS_Update,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_040,843b6d441a1b90598b73900d350a47e6,Alguien le avisa a @115858 que el ios11 me desabilita esta opcion cada vez que cargo la bateria?!? @119459 @AppleSupport https://t.co/tLBZFXHYOO,We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Software_Bug_OS_Update,AUTO_HANDLE,Software_Bug_OS_Update,AUTO_HANDLE,True,
gold_041,15f59e1584a7ede1c35e608a2fe03902,Blerg... iPhone update and now my battery is dead by noon. Used to last til 11pm. @AppleSupport #ios,"That's not the experience we want you to have. DM us using the link below, we'll work together from there. https://t.co/GDrqU22YpT",Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_042,543c7902cc4945401df1e054bdbc3224,"Hey, @115858, are any of these iOS updates going to address battery issues? Since updating to 11 my battery is GARBAGE.","Having a properly charged battery is important when it comes to using your iPhone. DM us, and we'll find a solution. https://t.co/GDrqU22YpT",Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_043,9c383777511ecddf26ccdaf5818f85c5,this new update is destroying my Apple juice. I've had it on low battery setting all day and hardly any left with little use 😩,We would like to look into this with you. Please send us a DM and we will go from there. https://t.co/GDrqU22YpT,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_044,e30b36453e79fc08e349adb3cb74677f,@AppleSupport #iOS11.0.2 didn't help the battery usage issue as described. Still sucks!,That's not the experience we want you to have. Follow us to DM and we'll take a closer look at this. https://t.co/GDrqU22YpT,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_045,03831cef3a969d82104a7c1b926bfc00,New s/w updates drains battery so much. 20% to 3% as you read this! @115858 @AppleSupport WTF! SE gave me fantastic battery until now,Thanks for reaching out to us. Please send us a DM. We would like to chat with you there. https://t.co/GDrqU22YpT,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_046,4491c510c93308062edef4882d35a349,#iOS11.0.2 is killing my batterylife.... Please enroll bugfix on this... 🙏🏽 📱,Let's help. Check out the suggestions shown here: https://t.co/bivpdfBNJ6 but keep us posted.,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_047,2a21dddeb2b928147fc62d86628697e1,battery issue is serious with ios11. Please fix asap #iphone,"We're here for you! Reply by DM, and let us know the model of iPhone you have. We'll take it from there. https://t.co/GDrqU22YpT",Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_048,543a185d6747db931fb9cd2280443d8e,"@115858 #ios1102 Problems: draining battery like hell, Constantly Iphone and keyboard freezing, APPS crashing... etc ... HELP!","We'll help out. To concentrate on one issue at a time, check these battery tips as a first step. https://t.co/bivpdfBNJ6",Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_049,e6049888c2db8a6cf30c7796cdca81c1,iOS 11.0.2. Battery life is an issue. Turning WiFi and Bluetooth automatically on when turned off is huge issue. 11.0.3 soon?!,We want to make sure your iPhone works the way you expect it to. Let's get paired up in DM to get started. https://t.co/GDrqU22YpT,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_050,fe1ad29f3b4d0aee27f8c133ef0f3030,How quickly my battery drains after the latest @115858 update https://t.co/leAxTCwhsJ,Issues with battery life are no fun at all. Send us a DM and we'll check this out for you. https://t.co/GDrqU22YpT,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_051,b2a7cb0e99df8469e520cf7856ba70d3,@116333 IOS 11.0.2 drains battery like hell on my 6s please fix it,"We'd be happy to help. Send us a DM with more detail about what's happening with your battery, and we'll get started. https://t.co/GDrqU22YpT",Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_052,e1706da8dbbd63f14490949815cc4258,. @124423 @AppleSupport @11550 @917 @115858 y'all need to talk this new iOS is absolutely terrible compatibility #battery,"Great battery life is important, and we want to get to the bottom of that with you. Could you join us in DM with more info? https://t.co/GDrqU22YpT",Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_053,778d818fd086218f8c0a38c79dde6763,"Most Iphone users are experiencing excessive battery drainage with their latest iOS (11.0.2) update, attention @115858 @AppleSupport",Thanks for reaching out! We also received your DM. Look for a reply there shortly.,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_054,c348e3f80188c4112499ebb086898a2e,Dear @115858 why'd you make the new update on iPhone so it drains batteries and is slow and laggy? P.S. used about 8% on this tweet! #apple,"Let's get your iPhone working smoothly, What model of iPhone are you using? Join us in DM, and we'll take it from there. https://t.co/GDrqU22YpT",Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_055,a8e8b9ff36ffd47f36bb591cea7f5fa5,ive just updated to ios 11.0.2 and the battery drains so quickly !! On iphone 6 ...,Sorry to hear you're having issues! Send us a DM. We'll help out from there. https://t.co/GDrqU22YpT,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_056,d847b708e0bc0ade6937152436d55512,"Hey @115858, that's cool. But where's the ""Fixed an issue with ruining your battery"".. https://t.co/hBpPvO88o3","If you're experiencing issues with your battery, we're here to help. Which iOS is currently installed? Which device do you have?",Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_057,ac6c5a03b621c2f456d5ae1a72e222d5,@115858 @156471 When will you fix the iOS 11 battery drain issue? 📲😡,We want to help. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_058,c04c482dd5def5eb270928e91b56cbdf,"#ios11 is such a massive piece of shit @115858, &gt;80% of my apps installed are crashing, random phone reboots, battery drain… ugh. Fix this!","We're happy to help you with this. Meet us in DM, tell us which country you're in, which iPhone you have, and we'll get started. https://t.co/GDrqU22YpT",Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_059,3b8b9e3c54dfbe3b74af02dab257061f,dowloaded ios 11 and now my phone drains battery even when plugged in,Join us in DM and we'll team up to find a resolution to this challenge. https://t.co/GDrqU22YpT,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_060,b547106905368e1f7ace782dc0ad06c1,iOS 11 is draining my battery like no other wtf @115858,"We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT",Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_061,00e1a2972e65221248e1a22670093374,.@AppleSupport I upgraded iOS (11.0.2) and it didnt help me at all! The keyboard sucks and the battery life sucks. Let's fix this!!!,"We'd love to help. To start, please send us a DM with more details on the behavior you're experiencing. https://t.co/GDrqU22YpT",Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_062,ea0e6b37d8e5a3bcfafd990cf3a666c6,Pleease fix battery drainage! I don't want it to shorten my battery life :( any way to go back to ios10 until ios11 fixed?,"We don't have a way to go back to the last iOS, but we'd like to look into this with you. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT",Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_063,f7a9f3ae0db4a4b2fba5a733393e2a0a,you gotta sort this iOS11 battery issue out.. it's draining SO quick. No a fan ✋🏽,"We'd love to help with your battery. To start, please send us a DM with which device you are using. https://t.co/GDrqU22YpT",Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_064,57d01eff0199ffc7d2304cd57b7f12fd,Dear @AppleSupport @115858 'ios11 sucks for iPhone 6' is a beautiful understatement. May constant crashes n horrible battery drain bug u 2!,"Join us in DM, and we'll help with your iPhone. We know how important it is to have it working as it should! https://t.co/GDrqU22YpT",Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_065,25fbfc9cca517a243a0b761b414c656f,when will you guyz release a stable update of ios11 currently it sucks battery life and phone performance #dissappointed,We'd like to help. Which iPhone do you have and which iOS 11 version did you update to?,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_066,d9ad3269d82206406224df3d38366496,This iOS 11 draaaaaaiiinnnnnssss your battery.. omfg!!!!! @115858 fix this shit!,Let's get to the bottom of the battery issues you are seeing. Could you join us in DM with more info? https://t.co/GDrqU22YpT,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_067,c01c6e07b6cc0377724fa19e004e4654,When are you planning to fix the battery issue! 😤😡,We're happy to look into this for you. Can you please tell us which iOS version you are currently on?,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_068,5df5a36356d50ac9e189f638de31e4f2,Y'all getting wacker each year with these new iOS shittt fix our dam battery life tho !! @115858 @AppleSupport,We'd like to hear more about the battery issues you're experiencing. DM us about this and we'll get started. https://t.co/GDrqU22YpT,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_069,82610befd5fccd90f6b70ea7b9ad0696,I uogrades my 6s + to ios11.0.2 and it is killing the battery. Jumped from 41% to 18% in 7 mins whilst browsing.,We're here to help improve the battery performance on your iPhone. Join us in DM and we'll get started. https://t.co/GDrqU22YpT,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_070,66d2f984520ed2ed9053dfca462ce2d4,punching myself for downloading IOS 11 cause now my battery dies quicker than my unproductive trips to the gym. thanks @115858 you suck,We want your iPhone ready when you are. Let's talk in DM about your battery concern. https://t.co/GDrqU22YpT,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_071,72199a78770cb04d4468528570261927,can you run a diagnostic check on my battery? Seems to be dying a lot quicker lately.,We'll do all we can to help with your device's battery. Which device and OS are you using? Let us know in DM. https://t.co/GDrqU22YpT,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_072,185169d870cd0d6f49c60343ffd3115c,"hey there 👋, the battery life in my iPhone is bad, REALLY BAD. It is already restored, nothing changed. How do I fix it?","Let's meet in a DM and work together to get your battery life issue addressed. Please tap here to continue, then tell us more: https://t.co/GDrqU22YpT",Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_073,4581a33fbc2c7f9a177a5625327ddf5d,"in general two updates on ios 11 so far &amp; still sucks, battery drainage, instability, please bring back ios 10",We'd like to hear more about what's happening with your battery. DM us about this and let's continue there. https://t.co/GDrqU22YpT,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_074,411a83fa8433e643ca8e0e3d67e9c18b,"ios 11 is rubbish, poor battery life and my phone is non stop freezing. Apps keep crashing 👌🏻 thanks..not",We want to improve both the performance and battery life on your iPhone. Which version of iOS 11 do you have? Tell us in DM. https://t.co/GDrqU22YpT,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_075,85aa406ba1dcf7f6181948d31606895a,"iOS 11.0.2 is causing lot of issues - Early battery drain, freezing the phone, affected mobile data etc. Fix ASAP @AppleSupport @115858",We can help. Which device are you experiencing this issue with? Are there any steps you've already tried?,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_076,fa397f91dace1a259629fc6abaa7d415,I was charging my phone and it still died on me... wtf y'all got going on @AppleSupport these iPhone batteries are ass,"We'd like to find out why that happened. Are you using the charger that came with your phone, or is it a different one?",Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_077,15e840e9c9b626e6eabc2550b4af9896,"11.0.2 thank you! my 6s now draints its battery in matter of hours, not a full day as it used to be. Let us downgrade please!","Let's check this out together. We've received your DM, and will continue there. We'll get your iPhone working as it should.",Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_078,f00c9d50289ce16c081a889550a7def8,iPhone was working fine until software update appeared as a notification. Battery is draining and I haven't even updated!,Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_079,2bd895b6b7e5362c1ddab05926637e08,"Hi @AppleSupport, pls up your iOS 11 game. it's lagging. the phone crashed a few times. the battery is draining so quickly.",Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_080,8290b076955d65182219ca66b6c3b035,Apple you too have started working in haste ?🤔 @AppleSupport @115858 IOS 11.0.2 is draining battery out,We're here to help. Let's take a look at what's going on with your iPhone's battery in DM. https://t.co/GDrqU2kzhr,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_081,2863aefee19f51901a36ebc5fa541611,IOS 11 is draining My battery and I literally only used it twice for one little thing :(,We want to make sure you are getting the most out of your battery. Which exact iOS version are you running now?,Device_Performance_Battery,AUTO_HANDLE,Device_Performance_Battery,AUTO_HANDLE,True,
gold_082,1e1ee63754ce286c8111cf6ae4a7dd3a,My @115858 Powerbeats3 have crapped out on me again. Had the battery fixed twice and now the Bluetooth function doesn't work. Piece of crap.,Thank you for reaching out! Let's get you connected with the right folks. Our @159983 team will help from here.,Device_Performance_Battery,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
gold_083,0c21f88f11fe45d985be00ae80c8bfff,"Ever since i updated my iPhone 7 Plus to iOS 11 my speaker for phone calls won't work, help!",We want your iPhone to work perfectly after updates. We recently released iOS 11.0.2. Have you had the chance to update to that?,Connectivity_Hardware,AUTO_HANDLE,Connectivity_Hardware,AUTO_HANDLE,True,
